session_id,timestamp,satellite_id,ground_station_id,direction,protocol,packet_size_bytes,data_type,encryption_status,link_quality_pct,bit_error_rate,latency_ms,anomaly_flag
SESS-000950,2026-01-23 03:16:06,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,2365,PAYLOAD_DATA,AES-256,95.43,3.991e-09,268,NONE
SESS-000951,2026-01-23 03:16:48,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,564,HOUSEKEEPING,AES-256,93.78,5.324e-09,262,NONE
SESS-000952,2026-01-23 03:19:43,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,2034,TELEMETRY,NONE,99.05,2.672e-09,255,NONE
SESS-000953,2026-01-23 03:20:52,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,1530,COMMAND,NONE,98.93,7.664e-09,244,NONE
SESS-000954,2026-01-23 03:22:58,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,3959,COMMAND,AES-256,99.18,1.984e-09,250,NONE
SESS-000955,2026-01-23 03:25:27,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,3481,TELEMETRY,AES-256,94.71,7.601e-09,245,NONE
SESS-000956,2026-01-23 03:28:14,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,1230,PAYLOAD_DATA,AES-128,98.29,9.15e-09,250,NONE
SESS-000957,2026-01-23 03:29:27,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,2787,COMMAND,NONE,92.41,7.878e-09,278,NONE
SESS-000958,2026-01-23 03:31:29,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,3435,COMMAND,AES-256,99.05,7.445e-09,272,NONE
SESS-000959,2026-01-23 03:34:14,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,1932,TELEMETRY,AES-128,92.93,1.075e-09,256,NONE
SESS-000960,2026-01-23 03:37:05,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,3763,TELEMETRY,AES-256,95.46,4.802e-09,258,NONE
SESS-000961,2026-01-23 03:38:03,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2369,COMMAND,AES-128,99.43,3.87e-10,268,NONE
SESS-000962,2026-01-23 03:40:47,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,3559,PAYLOAD_DATA,AES-256,96.05,9.418e-09,250,NONE
SESS-000963,2026-01-23 03:41:46,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,775,COMMAND,AES-256,93.42,2.708e-09,244,NONE
SESS-000964,2026-01-23 03:43:02,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,534,HOUSEKEEPING,AES-128,92.77,7.7e-10,248,NONE
SESS-000965,2026-01-23 03:45:31,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,918,HOUSEKEEPING,AES-256,94.33,1.08e-09,252,NONE
SESS-000966,2026-01-23 03:48:24,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,1640,HOUSEKEEPING,AES-256,94.15,3.146e-09,241,NONE
SESS-000967,2026-01-23 03:50:07,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,1974,PAYLOAD_DATA,AES-256,92.25,7.676e-09,260,NONE
SESS-000968,2026-01-23 03:51:05,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,2052,PAYLOAD_DATA,AES-256,95.65,2.472e-09,242,NONE
SESS-000969,2026-01-23 03:53:35,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,1870,HOUSEKEEPING,AES-256,98.61,6.594e-09,253,NONE
SESS-000970,2026-01-23 03:54:19,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,2040,PAYLOAD_DATA,AES-128,92.37,5.925e-09,253,NONE
SESS-000971,2026-01-23 03:55:39,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,3931,PAYLOAD_DATA,AES-256,92.17,1.86e-10,266,NONE
SESS-000972,2026-01-23 03:57:04,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,1223,PAYLOAD_DATA,AES-128,99.08,9.556e-09,247,NONE
SESS-000973,2026-01-23 04:00:01,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2626,TELEMETRY,AES-256,94.97,4.157e-09,264,NONE
SESS-000974,2026-01-23 04:01:34,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,1153,PAYLOAD_DATA,AES-128,92.07,3.324e-09,253,NONE
SESS-000975,2026-01-23 04:04:00,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,1959,COMMAND,AES-256,92.48,8.646e-09,274,NONE
SESS-000976,2026-01-23 04:06:02,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,3866,COMMAND,AES-256,94.61,4.054e-09,250,NONE
SESS-000977,2026-01-23 04:06:33,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,1765,TELEMETRY,AES-256,93.37,9.301e-09,272,NONE
SESS-000978,2026-01-23 04:08:52,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,3513,HOUSEKEEPING,AES-256,96.58,2.042e-09,248,NONE
SESS-000979,2026-01-23 04:09:53,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,1900,TELEMETRY,AES-256,98.41,2.853e-09,264,NONE
SESS-000980,2026-01-23 04:12:13,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,1722,PAYLOAD_DATA,AES-256,92.76,5.957e-09,241,NONE
SESS-000981,2026-01-23 04:13:36,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,3296,HOUSEKEEPING,AES-128,98.84,1.37e-10,240,NONE
SESS-000982,2026-01-23 04:14:47,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,864,TELEMETRY,AES-256,93.01,3.094e-09,268,NONE
SESS-000983,2026-01-23 04:15:25,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,1108,TELEMETRY,NONE,98.17,3.42e-09,254,NONE
SESS-000984,2026-01-23 04:16:13,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,1972,TELEMETRY,AES-256,96.68,2.68e-09,255,NONE
SESS-000985,2026-01-23 04:18:56,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1850,COMMAND,NONE,92.85,1.51e-10,279,NONE
SESS-000986,2026-01-23 04:21:03,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,3997,COMMAND,AES-128,92.87,1.906e-09,267,NONE
SESS-000987,2026-01-23 04:21:33,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,3545,HOUSEKEEPING,AES-256,93.58,1.03e-09,268,NONE
SESS-000988,2026-01-23 04:24:23,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,1955,HOUSEKEEPING,AES-256,94.49,3.35e-10,260,NONE
SESS-000989,2026-01-23 04:24:58,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,929,COMMAND,AES-256,99.29,5.822e-09,268,NONE
SESS-000990,2026-01-23 04:27:06,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,3826,PAYLOAD_DATA,AES-256,92.46,5.034e-09,274,NONE
SESS-000991,2026-01-23 04:28:49,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,1758,HOUSEKEEPING,AES-256,94.39,7.155e-09,251,NONE
SESS-000992,2026-01-23 04:29:49,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,919,TELEMETRY,AES-256,96.75,1.995e-09,259,NONE
SESS-000993,2026-01-23 04:31:30,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,1308,HOUSEKEEPING,AES-256,92.55,6.32e-09,264,NONE
SESS-000994,2026-01-23 04:34:07,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,896,TELEMETRY,AES-256,99.39,8.197e-09,278,NONE
SESS-000995,2026-01-23 04:35:15,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,584,COMMAND,AES-256,98.09,5.317e-09,266,NONE
SESS-000996,2026-01-23 04:36:41,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,3003,TELEMETRY,AES-256,94.07,3.565e-09,258,NONE
SESS-000997,2026-01-23 04:39:15,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,1075,PAYLOAD_DATA,AES-256,93.43,5.191e-09,254,NONE
SESS-000998,2026-01-23 04:40:15,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,2856,TELEMETRY,AES-256,98.27,8.796e-09,245,NONE
SESS-000999,2026-01-23 04:40:57,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,3777,PAYLOAD_DATA,NONE,94.7,1.576e-09,257,NONE
SESS-001000,2026-01-23 04:42:37,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2134,HOUSEKEEPING,AES-256,99.26,2.926e-09,251,NONE
SESS-001001,2026-01-23 04:43:57,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,3128,COMMAND,AES-256,96.83,3.97e-09,245,NONE
SESS-001002,2026-01-23 04:45:31,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,512,TELEMETRY,NONE,94.18,8.791e-09,279,NONE
SESS-001003,2026-01-23 04:46:45,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,3790,PAYLOAD_DATA,AES-256,92.68,9.07e-10,279,NONE
SESS-001004,2026-01-23 04:49:07,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,3420,PAYLOAD_DATA,AES-256,98.92,2.519e-09,268,NONE
SESS-001005,2026-01-23 04:50:29,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,4040,COMMAND,AES-128,92.51,4.658e-09,276,NONE
SESS-001006,2026-01-23 04:51:24,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,725,TELEMETRY,AES-256,92.73,8.871e-09,266,NONE
SESS-001007,2026-01-23 04:53:43,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2340,COMMAND,AES-256,94.06,3.731e-09,244,NONE
SESS-001008,2026-01-23 04:56:36,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,3603,PAYLOAD_DATA,AES-256,96.01,3.645e-09,245,NONE
SESS-001009,2026-01-23 04:57:17,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,2157,HOUSEKEEPING,AES-128,98.96,4.184e-09,268,NONE
SESS-001010,2026-01-23 04:58:02,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,2773,TELEMETRY,AES-256,96.02,8.609e-09,243,NONE
SESS-001011,2026-01-23 05:00:02,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,1716,COMMAND,AES-256,95.4,4.254e-09,272,NONE
SESS-001012,2026-01-23 05:01:23,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,3891,PAYLOAD_DATA,AES-128,93.89,3.464e-09,268,NONE
SESS-001013,2026-01-23 05:03:15,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,969,COMMAND,AES-128,94.37,3.915e-09,275,NONE
SESS-001014,2026-01-23 05:05:00,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,1035,TELEMETRY,AES-256,98.96,3.472e-09,259,NONE
SESS-001015,2026-01-23 05:07:19,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,3183,COMMAND,AES-128,95.47,6.011e-09,272,NONE
SESS-001016,2026-01-23 05:09:42,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,2254,TELEMETRY,AES-256,95.01,1.908e-09,262,NONE
SESS-001017,2026-01-23 05:11:09,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,1034,HOUSEKEEPING,AES-256,94.79,5.38e-09,240,NONE
SESS-001018,2026-01-23 05:11:39,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2180,HOUSEKEEPING,AES-128,98.14,1.812e-09,247,NONE
SESS-001019,2026-01-23 05:13:38,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,1074,HOUSEKEEPING,AES-256,93.42,9.132e-09,267,NONE
SESS-001020,2026-01-23 05:15:35,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,2875,PAYLOAD_DATA,AES-256,96.18,8.839e-09,240,NONE
SESS-001021,2026-01-23 05:16:52,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,1079,TELEMETRY,AES-256,93.75,7.152e-09,273,NONE
SESS-001022,2026-01-23 05:18:23,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,1816,PAYLOAD_DATA,AES-256,96.22,4.124e-09,277,NONE
SESS-001023,2026-01-23 05:21:04,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2671,COMMAND,AES-256,94.35,9.048e-09,278,NONE
SESS-001024,2026-01-23 05:22:42,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,1798,PAYLOAD_DATA,AES-256,95.14,1.411e-09,276,NONE
SESS-001025,2026-01-23 05:24:20,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,1636,HOUSEKEEPING,AES-256,95.32,9.899e-09,268,NONE
SESS-001026,2026-01-23 05:25:41,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,1668,HOUSEKEEPING,AES-256,98.15,7.782e-09,271,NONE
SESS-001027,2026-01-23 05:27:57,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,3619,PAYLOAD_DATA,AES-128,95.05,7.978e-09,263,NONE
SESS-001028,2026-01-23 05:29:12,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,801,TELEMETRY,AES-128,96.43,4.619e-09,243,NONE
SESS-001029,2026-01-23 05:32:06,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,3784,COMMAND,AES-256,96.66,9.194e-09,274,NONE
SESS-001030,2026-01-23 05:34:00,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,1488,TELEMETRY,AES-128,92.22,9.457e-09,267,NONE
SESS-001031,2026-01-23 05:34:59,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,2651,COMMAND,AES-256,95.69,1.38e-09,265,NONE
SESS-001032,2026-01-23 05:36:01,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,3869,HOUSEKEEPING,AES-128,95.5,6.087e-09,244,NONE
SESS-001033,2026-01-23 05:38:19,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,1996,TELEMETRY,AES-128,93.87,4.394e-09,270,NONE
SESS-001034,2026-01-23 05:39:46,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,2272,COMMAND,AES-256,96.55,3.064e-09,241,NONE
SESS-001035,2026-01-23 05:42:01,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,781,TELEMETRY,AES-256,96.81,1.752e-09,272,NONE
SESS-001036,2026-01-23 05:44:03,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,2344,PAYLOAD_DATA,AES-256,94.7,6.527e-09,242,NONE
SESS-001037,2026-01-23 05:45:09,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,2625,PAYLOAD_DATA,AES-256,98.1,9.3e-10,246,NONE
SESS-001038,2026-01-23 05:45:53,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,2885,TELEMETRY,AES-256,98.27,3.9e-10,264,NONE
SESS-001039,2026-01-23 05:47:55,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,2444,COMMAND,AES-256,95.39,4.749e-09,255,NONE
SESS-001040,2026-01-23 05:48:34,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,778,COMMAND,AES-128,95.21,7.623e-09,240,NONE
SESS-001041,2026-01-23 05:49:23,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,4095,HOUSEKEEPING,AES-256,92.64,3.327e-09,250,NONE
SESS-001042,2026-01-23 05:51:54,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,577,HOUSEKEEPING,AES-256,98.53,2.276e-09,248,NONE
SESS-001043,2026-01-23 05:54:40,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,751,COMMAND,AES-256,97.66,7.228e-09,252,NONE
SESS-001044,2026-01-23 05:55:29,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,1651,COMMAND,AES-128,93.1,2.801e-09,279,NONE
SESS-001045,2026-01-23 05:57:02,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,3527,HOUSEKEEPING,AES-128,94.41,8.277e-09,246,NONE
SESS-001046,2026-01-23 05:58:56,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,3054,COMMAND,AES-256,93.31,2.532e-09,265,NONE
SESS-001047,2026-01-23 06:01:25,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,4046,TELEMETRY,AES-256,93.82,9.501e-09,246,NONE
SESS-001048,2026-01-23 06:04:09,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,2295,PAYLOAD_DATA,AES-256,93.5,3.766e-09,246,NONE
SESS-001049,2026-01-23 06:06:20,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,906,TELEMETRY,AES-256,92.91,1.331e-09,249,NONE
SESS-001050,2026-01-23 06:07:53,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,1862,HOUSEKEEPING,AES-256,95.6,9.274e-09,274,NONE
SESS-001051,2026-01-23 06:09:10,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,1903,TELEMETRY,AES-256,97.82,5.043e-09,265,NONE
SESS-001052,2026-01-23 06:10:26,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,2462,TELEMETRY,AES-256,97.79,4.199e-09,262,NONE
SESS-001053,2026-01-23 06:12:02,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,2146,PAYLOAD_DATA,AES-256,98.21,3.648e-09,257,NONE
SESS-001054,2026-01-23 06:12:48,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,2219,HOUSEKEEPING,NONE,93.34,2.184e-09,262,NONE
SESS-001055,2026-01-23 06:15:03,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,1995,PAYLOAD_DATA,AES-128,97.58,2.148e-09,241,NONE
SESS-001056,2026-01-23 06:17:38,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1825,HOUSEKEEPING,AES-256,96.33,1.09e-10,245,NONE
SESS-001057,2026-01-23 06:20:28,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,4016,PAYLOAD_DATA,AES-256,92.35,1.465e-09,245,NONE
SESS-001058,2026-01-23 06:22:13,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,2379,HOUSEKEEPING,AES-128,93.53,2.515e-09,278,NONE
SESS-001059,2026-01-23 06:23:09,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,1338,COMMAND,AES-128,96.12,2.6e-09,255,NONE
SESS-001060,2026-01-23 06:25:08,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,1636,HOUSEKEEPING,AES-256,93.51,3.792e-09,250,NONE
SESS-001061,2026-01-23 06:26:24,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,1800,PAYLOAD_DATA,AES-128,97.53,9.38e-09,246,NONE
SESS-001062,2026-01-23 06:28:48,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,3367,TELEMETRY,AES-256,93.83,6.076e-09,266,NONE
SESS-001063,2026-01-23 06:29:57,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,2675,HOUSEKEEPING,AES-128,96.86,6.434e-09,261,NONE
SESS-001064,2026-01-23 06:31:35,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,3252,PAYLOAD_DATA,AES-256,92.88,5.79e-09,266,NONE
SESS-001065,2026-01-23 06:33:44,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,3064,PAYLOAD_DATA,AES-128,92.35,5.166e-09,246,NONE
SESS-001066,2026-01-23 06:34:58,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,2767,TELEMETRY,NONE,94.3,6.56e-09,266,NONE
SESS-001067,2026-01-23 06:37:09,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,4068,COMMAND,AES-256,94.06,2.728e-09,258,NONE
SESS-001068,2026-01-23 06:38:58,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2606,COMMAND,NONE,98.84,5.002e-09,260,NONE
SESS-001069,2026-01-23 06:40:41,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,1086,HOUSEKEEPING,AES-256,93.33,3.657e-09,272,NONE
SESS-001070,2026-01-23 06:43:14,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,2007,HOUSEKEEPING,AES-256,94.2,2.139e-09,266,NONE
SESS-001071,2026-01-23 06:44:20,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,3767,HOUSEKEEPING,NONE,92.31,3.068e-09,276,NONE
SESS-001072,2026-01-23 06:47:12,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2678,HOUSEKEEPING,AES-256,96.63,5.394e-09,274,NONE
SESS-001073,2026-01-23 06:48:56,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,3245,COMMAND,AES-256,93.12,6.139e-09,271,NONE
SESS-001074,2026-01-23 06:49:34,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,2404,TELEMETRY,AES-256,98.72,1.34e-10,250,NONE
SESS-001075,2026-01-23 06:51:25,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,1723,TELEMETRY,AES-128,96.28,9.193e-09,251,NONE
SESS-001076,2026-01-23 06:52:49,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2658,HOUSEKEEPING,AES-256,95.01,5.241e-09,267,NONE
SESS-001077,2026-01-23 06:55:35,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,1403,PAYLOAD_DATA,AES-256,95.23,3.13e-09,246,NONE
SESS-001078,2026-01-23 06:57:08,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,849,HOUSEKEEPING,NONE,95.44,8.098e-09,277,NONE
SESS-001079,2026-01-23 06:58:18,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,3569,PAYLOAD_DATA,AES-256,98.22,7.64e-10,256,NONE
SESS-001080,2026-01-23 06:59:02,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,780,TELEMETRY,NONE,97.66,7.095e-09,276,NONE
SESS-001081,2026-01-23 07:00:07,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,3696,HOUSEKEEPING,AES-256,95.82,2.13e-09,278,NONE
SESS-001082,2026-01-23 07:01:41,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,3926,COMMAND,AES-256,92.5,9.476e-09,273,NONE
SESS-001083,2026-01-23 07:02:43,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,1998,COMMAND,AES-256,97.91,1.141e-09,252,NONE
SESS-001084,2026-01-23 07:04:17,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,1750,HOUSEKEEPING,NONE,94.55,8.38e-09,252,NONE
SESS-001085,2026-01-23 07:06:49,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,2838,TELEMETRY,AES-256,94.23,3.749e-09,273,NONE
SESS-001086,2026-01-23 07:09:32,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2282,PAYLOAD_DATA,AES-256,97.2,4.897e-09,262,NONE
SESS-001087,2026-01-23 07:12:08,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,618,HOUSEKEEPING,AES-256,95.43,8.958e-09,253,NONE
SESS-001088,2026-01-23 07:13:52,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,2600,COMMAND,AES-256,97.76,5.08e-10,264,NONE
SESS-001089,2026-01-23 07:15:52,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,2539,COMMAND,AES-256,92.58,5.656e-09,268,NONE
SESS-001090,2026-01-23 07:17:35,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,2465,PAYLOAD_DATA,AES-256,94.94,4.867e-09,244,NONE
SESS-001091,2026-01-23 07:18:20,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,1975,COMMAND,AES-256,96.32,3.807e-09,270,NONE
SESS-001092,2026-01-23 07:20:36,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1900,TELEMETRY,AES-256,99.1,4.514e-09,271,NONE
SESS-001093,2026-01-23 07:21:31,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,1759,HOUSEKEEPING,AES-256,95.38,8.171e-09,263,NONE
SESS-001094,2026-01-23 07:22:54,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,856,COMMAND,AES-256,95.52,2.775e-09,276,NONE
SESS-001095,2026-01-23 07:24:55,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,3870,COMMAND,AES-128,94.42,6.419e-09,247,NONE
SESS-001096,2026-01-23 07:27:45,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,1767,TELEMETRY,AES-256,96.48,4.39e-09,257,NONE
SESS-001097,2026-01-23 07:28:49,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,2517,HOUSEKEEPING,AES-256,94.83,2.143e-09,275,NONE
SESS-001098,2026-01-23 07:29:47,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,647,COMMAND,NONE,98.19,4.938e-09,270,NONE
SESS-001099,2026-01-23 07:30:28,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,594,COMMAND,AES-256,99.35,4.918e-09,263,NONE
SESS-001100,2026-01-23 07:32:06,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2076,TELEMETRY,AES-128,97.2,6.855e-09,263,NONE
SESS-001101,2026-01-23 07:33:07,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,2282,PAYLOAD_DATA,NONE,92.56,9.367e-09,240,NONE
SESS-001102,2026-01-23 07:33:46,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,801,COMMAND,AES-128,94.52,1.414e-09,276,NONE
SESS-001103,2026-01-23 07:36:28,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,3857,PAYLOAD_DATA,NONE,95.94,6.32e-10,276,NONE
SESS-001104,2026-01-23 07:37:24,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2003,COMMAND,NONE,92.8,2.132e-09,250,NONE
SESS-001105,2026-01-23 07:38:14,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,3750,COMMAND,AES-256,92.85,6.909e-09,244,NONE
SESS-001106,2026-01-23 07:38:59,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,1201,TELEMETRY,AES-256,93.22,5.285e-09,258,NONE
SESS-001107,2026-01-23 07:39:57,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,3362,COMMAND,AES-256,96.32,9.859e-09,242,NONE
