task_id,scheduled_start,scheduled_end,satellite_id,activity_type,target_area,target_lat,target_lon,priority,requesting_unit,classification,status,notes
TASK-001072,2026-01-25 05:51:00,2026-01-25 06:07:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NRO-OPS,TOP SECRET,IN_PROGRESS,
TASK-001073,2026-01-25 06:00:00,2026-01-25 06:28:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,USSPACECOM,UNCLASSIFIED,COMPLETED,
TASK-001074,2026-01-25 06:12:00,2026-01-25 06:38:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,NASIC,UNCLASSIFIED,SCHEDULED,
TASK-001075,2026-01-25 06:21:00,2026-01-25 06:44:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NSA-SIGINT,SECRET,SCHEDULED,
TASK-001076,2026-01-25 06:36:00,2026-01-25 06:47:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NSA-SIGINT,TOP SECRET,COMPLETED,
TASK-001077,2026-01-25 06:49:00,2026-01-25 07:03:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,USSPACECOM,TOP SECRET,COMPLETED,
TASK-001078,2026-01-25 07:08:00,2026-01-25 07:23:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,NRO-OPS,SECRET,COMPLETED,
TASK-001079,2026-01-25 07:21:00,2026-01-25 07:33:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,NORTHCOM-J2,SECRET,COMPLETED,
TASK-001080,2026-01-25 07:39:00,2026-01-25 07:52:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NSA-SIGINT,TOP SECRET,SCHEDULED,
TASK-001081,2026-01-25 07:54:00,2026-01-25 08:19:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,EUCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-001082,2026-01-25 08:03:00,2026-01-25 08:30:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,HIGH,NRO-OPS,SECRET,COMPLETED,
TASK-001083,2026-01-25 08:20:00,2026-01-25 08:45:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,INDOPACOM-J2,SECRET,COMPLETED,
TASK-001084,2026-01-25 08:31:00,2026-01-25 08:38:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NRO-OPS,SECRET,CANCELLED,
TASK-001085,2026-01-25 08:42:00,2026-01-25 09:11:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,NSA-SIGINT,SECRET,COMPLETED,
TASK-001086,2026-01-25 08:52:00,2026-01-25 09:09:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NORTHCOM-J2,SECRET,CANCELLED,
TASK-001087,2026-01-25 09:09:00,2026-01-25 09:24:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NASIC,UNCLASSIFIED,COMPLETED,
TASK-001088,2026-01-25 09:27:00,2026-01-25 09:51:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NASIC,UNCLASSIFIED,COMPLETED,
TASK-001089,2026-01-25 09:42:00,2026-01-25 10:08:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-001090,2026-01-25 09:59:00,2026-01-25 10:16:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,USSPACECOM,SECRET,SCHEDULED,
TASK-001091,2026-01-25 10:10:00,2026-01-25 10:31:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,LOW,NORAD,UNCLASSIFIED,COMPLETED,
TASK-001092,2026-01-25 10:27:00,2026-01-25 10:53:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001093,2026-01-25 10:46:00,2026-01-25 10:56:00,SENTINEL-9,CALIBRATION,SVALBARD-MONITOR,78.23,15.63,LOW,NSA-SIGINT,SECRET,COMPLETED,
TASK-001094,2026-01-25 10:55:00,2026-01-25 11:11:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,CRITICAL,INDOPACOM-J2,SECRET,SCHEDULED,
TASK-001095,2026-01-25 11:12:00,2026-01-25 11:23:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,NASIC,SECRET,COMPLETED,
TASK-001096,2026-01-25 11:21:00,2026-01-25 11:33:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,HIGH,INDOPACOM-J2,SECRET,COMPLETED,
TASK-001097,2026-01-25 11:29:00,2026-01-25 11:54:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,USSPACECOM,SECRET,SCHEDULED,
TASK-001098,2026-01-25 11:39:00,2026-01-25 12:01:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,NRO-OPS,TOP SECRET,COMPLETED,
TASK-001099,2026-01-25 11:51:00,2026-01-25 12:20:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NRO-OPS,UNCLASSIFIED,COMPLETED,
TASK-001100,2026-01-25 12:05:00,2026-01-25 12:30:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,INDOPACOM-J2,SECRET,SCHEDULED,
TASK-001101,2026-01-25 12:22:00,2026-01-25 12:43:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,EUCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-001102,2026-01-25 12:40:00,2026-01-25 13:08:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-001103,2026-01-25 12:58:00,2026-01-25 13:15:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NRO-OPS,SECRET,SCHEDULED,
TASK-001104,2026-01-25 13:08:00,2026-01-25 13:21:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,NRO-OPS,UNCLASSIFIED,COMPLETED,
TASK-001105,2026-01-25 13:17:00,2026-01-25 13:23:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NASIC,SECRET,CANCELLED,
TASK-001106,2026-01-25 13:28:00,2026-01-25 13:42:00,SENTINEL-9,SECONDARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,HIGH,NRO-OPS,TOP SECRET,SCHEDULED,
TASK-001107,2026-01-25 13:38:00,2026-01-25 14:04:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,NORAD,SECRET,COMPLETED,
TASK-001108,2026-01-25 13:47:00,2026-01-25 14:14:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,NSA-SIGINT,UNCLASSIFIED,COMPLETED,
TASK-001109,2026-01-25 13:57:00,2026-01-25 14:13:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,USSPACECOM,TOP SECRET,COMPLETED,
TASK-001110,2026-01-25 14:09:00,2026-01-25 14:21:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,EUCOM-J2,TOP SECRET,COMPLETED,
TASK-001111,2026-01-25 14:28:00,2026-01-25 14:45:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-001112,2026-01-25 14:37:00,2026-01-25 15:04:00,SENTINEL-9,DOWNLINK_PASS,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-001113,2026-01-25 14:53:00,2026-01-25 15:21:00,SENTINEL-9,CALIBRATION,SVALBARD-MONITOR,78.23,15.63,LOW,NSA-SIGINT,UNCLASSIFIED,COMPLETED,
TASK-001114,2026-01-25 15:04:00,2026-01-25 15:25:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NORAD,SECRET,SCHEDULED,
TASK-001115,2026-01-25 15:17:00,2026-01-25 15:37:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,NORAD,SECRET,SCHEDULED,
TASK-001116,2026-01-25 15:36:00,2026-01-25 15:54:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,LOW,DIA-ANALYSIS,SECRET,SCHEDULED,
TASK-001117,2026-01-25 15:48:00,2026-01-25 16:14:00,SENTINEL-9,DOWNLINK_PASS,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,INDOPACOM-J2,SECRET,IN_PROGRESS,
TASK-001118,2026-01-25 16:05:00,2026-01-25 16:28:00,SENTINEL-9,SECONDARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-001119,2026-01-25 16:14:00,2026-01-25 16:41:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,LOW,EUCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-001120,2026-01-25 16:22:00,2026-01-25 16:45:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001121,2026-01-25 16:36:00,2026-01-25 17:04:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,CRITICAL,NRO-OPS,UNCLASSIFIED,SCHEDULED,
TASK-001122,2026-01-25 16:52:00,2026-01-25 17:12:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,EUCOM-J2,SECRET,COMPLETED,
TASK-001123,2026-01-25 17:10:00,2026-01-25 17:29:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NSA-SIGINT,SECRET,IN_PROGRESS,
TASK-001124,2026-01-25 17:18:00,2026-01-25 17:27:00,SENTINEL-9,DOWNLINK_PASS,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-001125,2026-01-25 17:29:00,2026-01-25 17:36:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-001126,2026-01-25 17:41:00,2026-01-25 17:54:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORTHCOM-J2,SECRET,COMPLETED,
TASK-001127,2026-01-25 17:57:00,2026-01-25 18:26:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NASIC,UNCLASSIFIED,COMPLETED,
TASK-001128,2026-01-25 18:13:00,2026-01-25 18:34:00,SENTINEL-9,ATTITUDE_MANEUVER,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NORAD,SECRET,SCHEDULED,
TASK-001129,2026-01-25 18:32:00,2026-01-25 18:44:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-001130,2026-01-25 18:47:00,2026-01-25 19:01:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-001131,2026-01-25 18:57:00,2026-01-25 19:10:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-001132,2026-01-25 19:14:00,2026-01-25 19:20:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-001133,2026-01-25 19:26:00,2026-01-25 19:47:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,NORAD,SECRET,SCHEDULED,
TASK-001134,2026-01-25 19:34:00,2026-01-25 19:53:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORAD,SECRET,COMPLETED,
TASK-001135,2026-01-25 19:52:00,2026-01-25 20:20:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001136,2026-01-25 20:00:00,2026-01-25 20:27:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,NASIC,SECRET,SCHEDULED,
TASK-001137,2026-01-25 20:14:00,2026-01-25 20:41:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,MEDIUM,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-001138,2026-01-25 20:23:00,2026-01-25 20:32:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,USSPACECOM,SECRET,SCHEDULED,
TASK-001139,2026-01-25 20:34:00,2026-01-25 20:40:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,CRITICAL,NRO-OPS,TOP SECRET,SCHEDULED,
TASK-001140,2026-01-25 20:48:00,2026-01-25 21:06:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,HIGH,NASIC,SECRET,COMPLETED,
TASK-001141,2026-01-25 20:59:00,2026-01-25 21:12:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,HIGH,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-001142,2026-01-25 21:09:00,2026-01-25 21:34:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001143,2026-01-25 21:27:00,2026-01-25 21:44:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001144,2026-01-25 21:35:00,2026-01-25 21:45:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,USSPACECOM,TOP SECRET,COMPLETED,
TASK-001145,2026-01-25 21:49:00,2026-01-25 21:57:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,NRO-OPS,UNCLASSIFIED,COMPLETED,
TASK-001146,2026-01-25 22:05:00,2026-01-25 22:34:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,USSPACECOM,TOP SECRET,SCHEDULED,
TASK-001147,2026-01-25 22:21:00,2026-01-25 22:42:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,EUCOM-J2,SECRET,COMPLETED,
TASK-001148,2026-01-25 22:35:00,2026-01-25 23:01:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,CRITICAL,USSPACECOM,SECRET,COMPLETED,
TASK-001149,2026-01-25 22:54:00,2026-01-25 22:59:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001150,2026-01-25 23:13:00,2026-01-25 23:27:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001151,2026-01-25 23:31:00,2026-01-25 23:38:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NASIC,UNCLASSIFIED,SCHEDULED,
TASK-001152,2026-01-25 23:43:00,2026-01-25 23:55:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NSA-SIGINT,UNCLASSIFIED,IN_PROGRESS,
TASK-001153,2026-01-25 23:59:00,2026-01-26 00:06:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,NORAD,UNCLASSIFIED,COMPLETED,
TASK-001154,2026-01-26 00:10:00,2026-01-26 00:36:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,EUCOM-J2,TOP SECRET,IN_PROGRESS,
TASK-001155,2026-01-26 00:20:00,2026-01-26 00:36:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,CRITICAL,NASIC,UNCLASSIFIED,SCHEDULED,
TASK-001156,2026-01-26 00:35:00,2026-01-26 00:44:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,USSPACECOM,UNCLASSIFIED,COMPLETED,
TASK-001157,2026-01-26 00:46:00,2026-01-26 01:06:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,INDOPACOM-J2,TOP SECRET,SCHEDULED,
TASK-001158,2026-01-26 00:59:00,2026-01-26 01:21:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001159,2026-01-26 01:18:00,2026-01-26 01:45:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,EUCOM-J2,TOP SECRET,COMPLETED,
TASK-001160,2026-01-26 01:27:00,2026-01-26 01:46:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NASIC,TOP SECRET,SCHEDULED,
TASK-001161,2026-01-26 01:35:00,2026-01-26 01:51:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-001162,2026-01-26 01:49:00,2026-01-26 02:13:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,MEDIUM,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001163,2026-01-26 02:07:00,2026-01-26 02:12:00,SENTINEL-9,SECONDARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,USSPACECOM,SECRET,IN_PROGRESS,
TASK-001164,2026-01-26 02:19:00,2026-01-26 02:34:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,USSPACECOM,SECRET,SCHEDULED,
TASK-001165,2026-01-26 02:36:00,2026-01-26 02:54:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NRO-OPS,TOP SECRET,SCHEDULED,
TASK-001166,2026-01-26 02:45:00,2026-01-26 03:08:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001167,2026-01-26 02:53:00,2026-01-26 03:20:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,USSPACECOM,UNCLASSIFIED,SCHEDULED,
TASK-001168,2026-01-26 03:01:00,2026-01-26 03:06:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,USSPACECOM,UNCLASSIFIED,COMPLETED,
TASK-001169,2026-01-26 03:19:00,2026-01-26 03:24:00,SENTINEL-9,DOWNLINK_PASS,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NSA-SIGINT,UNCLASSIFIED,COMPLETED,
TASK-001170,2026-01-26 03:29:00,2026-01-26 03:52:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,USSPACECOM,SECRET,SCHEDULED,
TASK-001171,2026-01-26 03:44:00,2026-01-26 04:04:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,CRITICAL,NSA-SIGINT,SECRET,COMPLETED,
TASK-001172,2026-01-26 04:03:00,2026-01-26 04:23:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-001173,2026-01-26 04:14:00,2026-01-26 04:42:00,SENTINEL-9,PRIMARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001174,2026-01-26 04:26:00,2026-01-26 04:54:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-001175,2026-01-26 04:42:00,2026-01-26 05:05:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,EUCOM-J2,SECRET,IN_PROGRESS,
TASK-001176,2026-01-26 05:00:00,2026-01-26 05:09:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NASIC,UNCLASSIFIED,CANCELLED,
TASK-001177,2026-01-26 05:08:00,2026-01-26 05:31:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NORAD,TOP SECRET,COMPLETED,
TASK-001178,2026-01-26 05:19:00,2026-01-26 05:37:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,INDOPACOM-J2,SECRET,COMPLETED,
TASK-001179,2026-01-26 05:31:00,2026-01-26 05:40:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,EUCOM-J2,SECRET,SCHEDULED,
TASK-001180,2026-01-26 05:44:00,2026-01-26 06:10:00,SENTINEL-9,CALIBRATION,SVALBARD-MONITOR,78.23,15.63,LOW,INDOPACOM-J2,SECRET,COMPLETED,
TASK-001181,2026-01-26 05:57:00,2026-01-26 06:23:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,EUCOM-J2,SECRET,COMPLETED,
TASK-001182,2026-01-26 06:07:00,2026-01-26 06:14:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NORAD,SECRET,COMPLETED,
TASK-001183,2026-01-26 06:21:00,2026-01-26 06:42:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,NORAD,TOP SECRET,COMPLETED,
TASK-001184,2026-01-26 06:40:00,2026-01-26 06:52:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001185,2026-01-26 06:56:00,2026-01-26 07:03:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NORTHCOM-J2,SECRET,COMPLETED,
TASK-001186,2026-01-26 07:06:00,2026-01-26 07:24:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NORAD,TOP SECRET,SCHEDULED,
TASK-001187,2026-01-26 07:25:00,2026-01-26 07:44:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,NRO-OPS,SECRET,COMPLETED,
TASK-001188,2026-01-26 07:36:00,2026-01-26 07:58:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,NASIC,UNCLASSIFIED,IN_PROGRESS,
TASK-001189,2026-01-26 07:51:00,2026-01-26 08:05:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NASIC,UNCLASSIFIED,COMPLETED,
TASK-001190,2026-01-26 08:01:00,2026-01-26 08:26:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-001191,2026-01-26 08:17:00,2026-01-26 08:46:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,NASIC,SECRET,SCHEDULED,
TASK-001192,2026-01-26 08:36:00,2026-01-26 08:42:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,INDOPACOM-J2,SECRET,COMPLETED,
TASK-001193,2026-01-26 08:52:00,2026-01-26 08:59:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,NSA-SIGINT,UNCLASSIFIED,COMPLETED,
TASK-001194,2026-01-26 09:03:00,2026-01-26 09:14:00,SENTINEL-9,CALIBRATION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,CRITICAL,NRO-OPS,UNCLASSIFIED,IN_PROGRESS,
TASK-001195,2026-01-26 09:21:00,2026-01-26 09:48:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORTHCOM-J2,SECRET,COMPLETED,
TASK-001196,2026-01-26 09:40:00,2026-01-26 09:57:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,NORTHCOM-J2,SECRET,COMPLETED,
TASK-001197,2026-01-26 09:53:00,2026-01-26 09:59:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NASIC,UNCLASSIFIED,COMPLETED,
