image_id,capture_timestamp,metadata_timestamp,downlink_timestamp,satellite_id,sensor_id,sensor_mode,target_lat,target_lon,target_name,pointing_azimuth_deg,pointing_elevation_deg,exposure_ms,gain_setting,sun_angle_deg,eclipse_status,resolution_m,compression_ratio,file_size_mb,pixelation_index,noise_floor_db,calibration_drift,hash_verification_status,metadata_hash,commanding_station,collection_priority
IMG-000880,2026-01-24 11:36:00,2026-01-24 11:36:00,2026-01-24 11:52:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.9846,67.5703,NOVAYA-ZEMLYA-NORTH,68.053,82.821,5,2,8.79,SUNLIT,0.35,0.954,70.61,0.0189,-48.4,0.0143,VALID,729B149832C5A30A,GS-BRAVO-2,OPPORTUNISTIC
IMG-000881,2026-01-24 11:41:00,2026-01-24 11:41:00,2026-01-24 11:52:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,71.685,150.2299,NSR-WAYPOINT-DELTA,150.595,88.668,7,2,24.15,SUNLIT,0.4,0.923,45.25,0.0157,-50.43,0.0029,VALID,50792C5CA3805DF7,GS-ALPHA-1,PRIORITY
IMG-000882,2026-01-24 11:44:00,2026-01-24 11:44:00,2026-01-24 11:56:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,75.5009,68.3975,NSR-WAYPOINT-ALPHA,70.206,83.566,6,1,24.53,SUNLIT,0.49,0.969,82.74,0.0393,-51.14,0.0095,VALID,D2E92649A5346B73,GS-CHARLIE-3,SCHEDULED
IMG-000883,2026-01-24 11:47:00,2026-01-24 11:47:00,2026-01-24 12:08:00,SENTINEL-9,EO-PRIMARY,STARING,77.4663,45.1956,NSR-WAYPOINT-ECHO,44.441,82.458,10,1,21.41,SUNLIT,0.39,0.931,77.48,0.0305,-48.82,0.0012,VALID,0E23516DF5B57C81,GS-DELTA-4,OPPORTUNISTIC
IMG-000884,2026-01-24 11:50:00,2026-01-24 11:50:00,2026-01-24 12:02:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,75.4801,68.4681,NSR-WAYPOINT-ALPHA,67.413,84.33,10,1,20.15,SUNLIT,0.33,0.949,74.29,0.0433,-48.99,0.0099,VALID,3F7B06F51D05F053,GS-ALPHA-1,OPPORTUNISTIC
IMG-000885,2026-01-24 11:53:00,2026-01-24 11:53:00,2026-01-24 12:13:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,78.2627,15.5976,SVALBARD-MONITOR,16.282,82.4,8,1,24.62,SUNLIT,0.38,0.97,84.75,0.0104,-48.72,0.0178,VALID,0B0263ED619E6E36,GS-ALPHA-1,OPPORTUNISTIC
IMG-000886,2026-01-24 11:58:00,2026-01-24 11:58:00,2026-01-24 12:15:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.9093,67.6273,NOVAYA-ZEMLYA-NORTH,66.562,82.103,10,1,15.76,SUNLIT,0.45,0.937,49.75,0.0178,-50.23,0.019,VALID,0A9A12CD6451FAA3,GS-CHARLIE-3,PRIORITY
IMG-000887,2026-01-24 12:01:00,2026-01-24 12:01:00,2026-01-24 12:33:00,SENTINEL-9,EO-PRIMARY,STARING,73.8,125.2909,NSR-WAYPOINT-CHARLIE,126.745,86.056,7,1,17.86,SUNLIT,0.44,0.922,57.33,0.0381,-49.17,0.0014,VALID,1395157163CD9E29,GS-DELTA-4,PRIORITY
IMG-000888,2026-01-24 12:04:00,2026-01-24 12:04:00,2026-01-24 12:27:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,73.8423,125.3787,NSR-WAYPOINT-CHARLIE,126.962,85.327,6,1,6.05,SUNLIT,0.46,0.935,65.16,0.0413,-51.79,0.0152,VALID,CC6DC07066DD9F0A,GS-ALPHA-1,OPPORTUNISTIC
IMG-000889,2026-01-24 12:07:00,2026-01-24 12:07:00,2026-01-24 12:18:00,SENTINEL-9,EO-PRIMARY,STARING,80.0888,52.7504,FRANZ-JOSEF-LAND,54.366,80.561,7,2,20.07,SUNLIT,0.38,0.926,73.41,0.0408,-49.93,0.0125,VALID,7FA33DC762D53A15,GS-DELTA-4,SCHEDULED
IMG-000890,2026-01-24 12:11:00,2026-01-24 12:11:00,2026-01-24 12:35:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,80.1315,52.7378,FRANZ-JOSEF-LAND,53.394,79.222,11,1,16.63,SUNLIT,0.34,0.965,63.41,0.041,-48.75,0.0123,VALID,6C0A205F1DC017AF,GS-DELTA-4,PRIORITY
IMG-000891,2026-01-24 12:14:00,2026-01-24 12:14:00,2026-01-24 12:31:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,71.6541,150.179,NSR-WAYPOINT-DELTA,151.8,87.504,7,2,5.19,SUNLIT,0.4,0.953,61.0,0.0209,-51.95,0.0071,VALID,BD59915E077F6A12,GS-ALPHA-1,OPPORTUNISTIC
IMG-000892,2026-01-24 12:17:00,2026-01-24 12:17:00,2026-01-24 12:48:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.9798,67.5386,NOVAYA-ZEMLYA-NORTH,69.263,83.458,9,2,17.32,SUNLIT,0.44,0.953,81.65,0.0473,-49.95,0.0171,VALID,26ABF30E84940D4F,GS-ALPHA-1,PRIORITY
IMG-000893,2026-01-24 12:22:00,2026-01-24 12:22:00,2026-01-24 12:47:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,71.6006,150.1703,NSR-WAYPOINT-DELTA,150.093,89.053,5,2,6.15,SUNLIT,0.47,0.927,61.27,0.0358,-49.9,0.0017,VALID,939A61035D07D843,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000894,2026-01-24 12:25:00,2026-01-24 12:25:00,2026-01-24 12:36:00,SENTINEL-9,EO-PRIMARY,STARING,76.9174,67.5375,NOVAYA-ZEMLYA-NORTH,66.453,82.256,6,1,5.22,SUNLIT,0.39,0.961,79.45,0.0202,-51.2,0.0103,VALID,E2CBB728C456C886,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000895,2026-01-24 12:28:00,2026-01-24 12:28:00,2026-01-24 12:54:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,78.2041,15.6792,SVALBARD-MONITOR,16.065,81.832,11,1,5.54,SUNLIT,0.32,0.978,71.4,0.0204,-51.63,0.0116,VALID,C2922D24D0540D12,GS-ALPHA-1,PRIORITY
IMG-000896,2026-01-24 12:31:00,2026-01-24 12:31:00,2026-01-24 12:57:00,SENTINEL-9,EO-PRIMARY,STARING,80.1158,52.7367,FRANZ-JOSEF-LAND,52.549,80.676,8,1,22.11,SUNLIT,0.31,0.978,50.07,0.0412,-51.22,0.0143,VALID,EC91E26A0014A0E9,GS-CHARLIE-3,SCHEDULED
IMG-000897,2026-01-24 12:35:00,2026-01-24 12:35:00,2026-01-24 12:49:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,73.8771,125.3357,NSR-WAYPOINT-CHARLIE,124.847,86.152,5,2,20.17,SUNLIT,0.31,0.94,69.66,0.0481,-50.0,0.0058,VALID,0FF94C5E41631F0B,GS-DELTA-4,PRIORITY
IMG-000898,2026-01-24 12:40:00,2026-01-24 12:40:00,2026-01-24 13:09:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,75.5128,68.4664,NSR-WAYPOINT-ALPHA,67.471,84.602,6,2,17.87,SUNLIT,0.36,0.93,73.17,0.0388,-49.5,0.0162,VALID,2B887E9488ED7DAB,GS-BRAVO-2,SCHEDULED
IMG-000899,2026-01-24 12:45:00,2026-01-24 12:45:00,2026-01-24 13:24:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,77.3818,45.2141,NSR-WAYPOINT-ECHO,46.735,81.968,10,1,12.6,SUNLIT,0.48,0.943,61.49,0.0104,-49.14,0.0055,VALID,65945EFF1B5FCCDF,GS-DELTA-4,SCHEDULED
IMG-000900,2026-01-24 12:49:00,2026-01-24 12:49:00,2026-01-24 13:29:00,SENTINEL-9,EO-PRIMARY,STARING,77.4498,45.1314,NSR-WAYPOINT-ECHO,45.959,83.424,5,1,13.51,SUNLIT,0.48,0.938,48.62,0.0284,-48.53,0.0033,VALID,DCA60302141D0CA5,GS-ALPHA-1,OPPORTUNISTIC
IMG-000901,2026-01-24 12:53:00,2026-01-24 12:53:00,2026-01-24 13:13:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.1907,96.7432,NSR-WAYPOINT-BRAVO,95.081,83.231,5,1,9.61,SUNLIT,0.37,0.947,71.88,0.0145,-50.63,0.0133,VALID,1CCCC6F520CF56BD,GS-ALPHA-1,SCHEDULED
IMG-000902,2026-01-24 12:58:00,2026-01-24 12:58:00,2026-01-24 13:16:00,SENTINEL-9,EO-PRIMARY,STARING,77.4763,45.1951,NSR-WAYPOINT-ECHO,46.104,83.255,5,2,18.37,SUNLIT,0.39,0.975,56.9,0.0121,-48.16,0.0042,VALID,0E346F741E03E3C9,GS-DELTA-4,SCHEDULED
IMG-000903,2026-01-24 13:01:00,2026-01-24 13:01:00,2026-01-24 13:21:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,71.6469,150.2202,NSR-WAYPOINT-DELTA,148.322,89.3,8,2,6.75,SUNLIT,0.34,0.967,73.02,0.0355,-50.02,0.0032,VALID,EB1AF372925AE026,GS-DELTA-4,SCHEDULED
IMG-000904,2026-01-24 13:06:00,2026-01-24 13:06:00,2026-01-24 13:45:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,77.4765,45.1607,NSR-WAYPOINT-ECHO,43.46,82.658,9,2,15.98,SUNLIT,0.43,0.927,64.87,0.0186,-51.77,0.0135,VALID,9061CD004BC3C723,GS-CHARLIE-3,SCHEDULED
IMG-000905,2026-01-24 13:10:00,2026-01-24 13:10:00,2026-01-24 13:37:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,80.0981,52.681,FRANZ-JOSEF-LAND,52.535,79.238,5,1,10.67,SUNLIT,0.41,0.965,67.24,0.0262,-49.63,0.01,VALID,EE7C5C0C6056380A,GS-ALPHA-1,PRIORITY
IMG-000906,2026-01-24 13:13:00,2026-01-24 13:13:00,2026-01-24 13:38:00,SENTINEL-9,EO-PRIMARY,STARING,75.4834,68.4254,NSR-WAYPOINT-ALPHA,68.925,83.832,6,2,24.64,SUNLIT,0.38,0.943,49.71,0.0376,-49.71,0.0141,VALID,73C2495537FBC00F,GS-BRAVO-2,OPPORTUNISTIC
IMG-000907,2026-01-24 13:18:00,2026-01-24 13:18:00,2026-01-24 13:50:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,73.8042,125.3095,NSR-WAYPOINT-CHARLIE,123.855,85.607,9,2,8.55,SUNLIT,0.34,0.942,78.45,0.0389,-50.92,0.0172,VALID,AC1D7B51B6B357A1,GS-DELTA-4,OPPORTUNISTIC
IMG-000908,2026-01-24 13:21:00,2026-01-24 13:21:00,2026-01-24 13:36:00,SENTINEL-9,EO-PRIMARY,STARING,80.1608,52.6987,FRANZ-JOSEF-LAND,52.094,80.252,9,1,11.59,SUNLIT,0.44,0.931,56.27,0.0406,-49.11,0.003,VALID,541FC110999890BF,GS-BRAVO-2,PRIORITY
IMG-000909,2026-01-24 13:24:00,2026-01-24 13:24:00,2026-01-24 14:00:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,73.8258,125.3033,NSR-WAYPOINT-CHARLIE,126.811,87.038,10,2,23.58,SUNLIT,0.33,0.96,59.88,0.0119,-49.93,0.0096,VALID,F881D78C2E1D2421,GS-ALPHA-1,OPPORTUNISTIC
IMG-000910,2026-01-24 13:28:00,2026-01-24 13:28:00,2026-01-24 14:00:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.9509,67.5526,NOVAYA-ZEMLYA-NORTH,67.276,82.959,10,1,17.4,SUNLIT,0.31,0.956,65.64,0.0333,-51.51,0.0179,VALID,2AB49DB9B6737270,GS-BRAVO-2,PRIORITY
IMG-000911,2026-01-24 13:33:00,2026-01-24 13:33:00,2026-01-24 13:49:00,SENTINEL-9,EO-PRIMARY,STARING,77.459,45.21,NSR-WAYPOINT-ECHO,45.915,82.478,9,1,11.35,SUNLIT,0.5,0.97,47.6,0.0465,-51.33,0.0139,VALID,9AF33DE2664FE70F,GS-DELTA-4,PRIORITY
IMG-000912,2026-01-24 13:37:00,2026-01-24 13:37:00,2026-01-24 13:59:00,SENTINEL-9,EO-PRIMARY,STARING,76.163,96.7027,NSR-WAYPOINT-BRAVO,96.047,82.868,6,2,14.59,SUNLIT,0.47,0.965,59.06,0.0186,-51.9,0.0051,VALID,0086C566E83E2625,GS-DELTA-4,PRIORITY
IMG-000913,2026-01-24 13:42:00,2026-01-24 13:42:00,2026-01-24 14:06:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.9636,67.6173,NOVAYA-ZEMLYA-NORTH,67.217,83.36,9,1,6.53,SUNLIT,0.46,0.94,66.33,0.0464,-49.85,0.0194,VALID,E18E9025ABDAA2DD,GS-DELTA-4,PRIORITY
IMG-000914,2026-01-24 13:47:00,2026-01-24 13:47:00,2026-01-24 14:12:00,SENTINEL-9,EO-PRIMARY,STARING,71.5978,150.2228,NSR-WAYPOINT-DELTA,149.253,87.998,5,1,16.81,SUNLIT,0.33,0.957,82.29,0.0436,-50.85,0.0131,VALID,E2316A909688D573,GS-DELTA-4,OPPORTUNISTIC
IMG-000915,2026-01-24 13:50:00,2026-01-24 13:50:00,2026-01-24 14:05:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,80.0958,52.7028,FRANZ-JOSEF-LAND,53.317,80.452,8,1,8.35,SUNLIT,0.37,0.941,77.19,0.0245,-51.07,0.0166,VALID,240F525E5137A5D7,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000916,2026-01-24 13:53:00,2026-01-24 13:53:00,2026-01-24 14:13:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,73.8226,125.3086,NSR-WAYPOINT-CHARLIE,126.258,85.521,11,2,20.24,SUNLIT,0.37,0.923,76.8,0.0439,-48.93,0.0024,VALID,B90E047AF5476859,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000917,2026-01-24 13:56:00,2026-01-24 13:56:00,2026-01-24 14:10:00,SENTINEL-9,EO-PRIMARY,STARING,76.989,67.5323,NOVAYA-ZEMLYA-NORTH,65.609,83.895,5,2,11.86,SUNLIT,0.44,0.93,65.67,0.0125,-48.59,0.0179,VALID,6E5BB76CF7B55BA9,GS-BRAVO-2,PRIORITY
IMG-000918,2026-01-24 14:00:00,2026-01-24 14:00:00,2026-01-24 14:17:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,78.2286,15.5812,SVALBARD-MONITOR,16.359,81.327,5,1,11.18,SUNLIT,0.37,0.946,47.4,0.048,-50.97,0.0173,VALID,DC62037547AB164C,GS-ALPHA-1,OPPORTUNISTIC
IMG-000919,2026-01-24 14:03:00,2026-01-24 14:03:00,2026-01-24 14:42:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,71.6528,150.2251,NSR-WAYPOINT-DELTA,148.296,88.685,5,2,9.24,SUNLIT,0.36,0.928,61.24,0.0365,-51.62,0.0128,VALID,57C206E9292145A8,GS-ALPHA-1,OPPORTUNISTIC
IMG-000920,2026-01-24 14:07:00,2026-01-24 14:07:00,2026-01-24 14:40:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,73.8641,125.289,NSR-WAYPOINT-CHARLIE,125.245,85.185,7,2,5.37,SUNLIT,0.47,0.969,68.56,0.0451,-50.32,0.0139,VALID,2C1DBB59E89D5080,GS-BRAVO-2,SCHEDULED
IMG-000921,2026-01-24 14:10:00,2026-01-24 14:10:00,2026-01-24 14:22:00,SENTINEL-9,EO-PRIMARY,STARING,80.1396,52.7345,FRANZ-JOSEF-LAND,53.393,79.726,5,1,5.88,SUNLIT,0.45,0.977,78.73,0.0387,-49.81,0.0111,VALID,4EB71355533D8FA6,GS-ALPHA-1,PRIORITY
IMG-000922,2026-01-24 14:14:00,2026-01-24 14:14:00,2026-01-24 14:57:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,75.5688,68.4751,NSR-WAYPOINT-ALPHA,68.28,84.246,10,1,11.77,SUNLIT,0.49,0.921,82.19,0.0176,-48.7,0.0077,VALID,841195D0229AA341,GS-DELTA-4,PRIORITY
IMG-000923,2026-01-24 14:19:00,2026-01-24 14:19:00,2026-01-24 14:59:00,SENTINEL-9,EO-PRIMARY,STARING,77.4285,45.2201,NSR-WAYPOINT-ECHO,44.683,81.608,11,2,13.11,SUNLIT,0.47,0.925,75.73,0.0107,-49.11,0.0172,VALID,2E00D79A8F1D6A35,GS-BRAVO-2,SCHEDULED
IMG-000924,2026-01-24 14:23:00,2026-01-24 14:23:00,2026-01-24 14:48:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,78.2667,15.6645,SVALBARD-MONITOR,14.147,81.137,8,2,10.74,SUNLIT,0.3,0.966,64.18,0.0164,-48.8,0.0073,VALID,2730D6AE10156DAA,GS-ALPHA-1,OPPORTUNISTIC
IMG-000925,2026-01-24 14:27:00,2026-01-24 14:27:00,2026-01-24 14:39:00,SENTINEL-9,EO-PRIMARY,STARING,71.6573,150.1732,NSR-WAYPOINT-DELTA,151.667,88.414,9,2,8.66,SUNLIT,0.33,0.944,51.88,0.0321,-48.71,0.0143,VALID,A1857C6E88A54102,GS-CHARLIE-3,PRIORITY
IMG-000926,2026-01-24 14:31:00,2026-01-24 14:31:00,2026-01-24 15:13:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,80.1296,52.7124,FRANZ-JOSEF-LAND,51.885,80.518,5,2,7.61,SUNLIT,0.35,0.941,81.45,0.0482,-48.77,0.0068,VALID,E6629FCCB4075BAB,GS-DELTA-4,SCHEDULED
IMG-000927,2026-01-24 14:36:00,2026-01-24 14:36:00,2026-01-24 15:06:00,SENTINEL-9,EO-PRIMARY,STARING,71.6662,150.2466,NSR-WAYPOINT-DELTA,150.495,88.395,9,1,18.29,SUNLIT,0.33,0.924,45.89,0.0277,-49.87,0.013,VALID,38D29732226A9F08,GS-BRAVO-2,PRIORITY
IMG-000928,2026-01-24 14:40:00,2026-01-24 14:40:00,2026-01-24 15:08:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,75.4729,68.479,NSR-WAYPOINT-ALPHA,68.255,84.463,7,2,16.66,SUNLIT,0.43,0.934,54.81,0.0132,-48.8,0.0132,VALID,239ABF05DEFDE1AD,GS-CHARLIE-3,SCHEDULED
IMG-000929,2026-01-24 14:45:00,2026-01-24 14:45:00,2026-01-24 14:58:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.1937,96.6801,NSR-WAYPOINT-BRAVO,94.996,84.585,7,2,11.34,SUNLIT,0.42,0.934,73.97,0.0177,-51.68,0.0138,VALID,8E37C93798D22899,GS-ALPHA-1,SCHEDULED
IMG-000930,2026-01-24 14:48:00,2026-01-24 14:48:00,2026-01-24 15:32:00,SENTINEL-9,EO-PRIMARY,STARING,73.8759,125.3553,NSR-WAYPOINT-CHARLIE,126.637,85.558,10,1,5.19,SUNLIT,0.4,0.959,74.01,0.0489,-48.08,0.0059,VALID,27ED87D8DE8FA220,GS-DELTA-4,PRIORITY
IMG-000931,2026-01-24 14:51:00,2026-01-24 14:51:00,2026-01-24 15:29:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.9629,67.5798,NOVAYA-ZEMLYA-NORTH,66.494,82.321,9,1,23.52,SUNLIT,0.33,0.98,62.73,0.0259,-48.68,0.009,VALID,A0B6E768F16C1A7A,GS-BRAVO-2,OPPORTUNISTIC
IMG-000932,2026-01-24 14:56:00,2026-01-24 14:56:00,2026-01-24 15:10:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,77.4212,45.2286,NSR-WAYPOINT-ECHO,43.675,82.078,5,1,24.45,SUNLIT,0.38,0.959,82.11,0.022,-48.65,0.0159,VALID,8668930B0E5C425F,GS-ALPHA-1,OPPORTUNISTIC
IMG-000933,2026-01-24 15:00:00,2026-01-24 15:00:00,2026-01-24 15:42:00,SENTINEL-9,EO-PRIMARY,STARING,76.1532,96.7017,NSR-WAYPOINT-BRAVO,95.879,83.241,7,1,6.35,SUNLIT,0.33,0.958,73.0,0.0343,-49.97,0.0104,VALID,FADA750524C878A5,GS-CHARLIE-3,SCHEDULED
IMG-000934,2026-01-24 15:03:00,2026-01-24 15:03:00,2026-01-24 15:34:00,SENTINEL-9,EO-PRIMARY,STARING,76.1328,96.7577,NSR-WAYPOINT-BRAVO,98.375,83.636,6,1,7.68,SUNLIT,0.39,0.94,52.77,0.05,-50.91,0.0116,VALID,2A7C63E9F93F9EEC,GS-ALPHA-1,SCHEDULED
IMG-000935,2026-01-24 15:07:00,2026-01-24 15:07:00,2026-01-24 15:49:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,71.5991,150.2296,NSR-WAYPOINT-DELTA,150.707,89.098,7,1,14.83,SUNLIT,0.32,0.923,81.96,0.0226,-50.95,0.0027,VALID,888493071DC31532,GS-BRAVO-2,PRIORITY
IMG-000936,2026-01-24 15:11:00,2026-01-24 15:11:00,2026-01-24 15:53:00,SENTINEL-9,EO-PRIMARY,STARING,76.9947,67.5541,NOVAYA-ZEMLYA-NORTH,65.652,82.907,7,1,20.78,SUNLIT,0.4,0.962,79.06,0.0492,-48.4,0.018,VALID,F871FC14C3716BAF,GS-DELTA-4,OPPORTUNISTIC
IMG-000937,2026-01-24 15:16:00,2026-01-24 15:16:00,2026-01-24 15:50:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.9775,67.5509,NOVAYA-ZEMLYA-NORTH,68.155,83.867,8,2,11.46,SUNLIT,0.4,0.928,57.0,0.0308,-50.44,0.0153,VALID,C5299AC4886B742A,GS-BRAVO-2,SCHEDULED
IMG-000938,2026-01-24 15:19:00,2026-01-24 15:19:00,2026-01-24 15:29:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,71.6233,150.2029,NSR-WAYPOINT-DELTA,149.695,87.516,6,1,13.41,SUNLIT,0.39,0.949,56.94,0.0175,-50.48,0.0086,VALID,BE34657C3C6B6A03,GS-DELTA-4,SCHEDULED
IMG-000939,2026-01-24 15:24:00,2026-01-24 15:24:00,2026-01-24 16:03:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,80.1625,52.6853,FRANZ-JOSEF-LAND,50.9,79.154,6,1,18.98,SUNLIT,0.49,0.92,71.93,0.0278,-50.91,0.0065,VALID,DB84BEFE4BAD1CC8,GS-ALPHA-1,SCHEDULED
IMG-000940,2026-01-24 15:29:00,2026-01-24 15:29:00,2026-01-24 16:09:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,77.447,45.1403,NSR-WAYPOINT-ECHO,45.361,82.267,6,2,17.79,SUNLIT,0.47,0.931,50.95,0.0308,-48.23,0.0169,VALID,B86E73C881DFA20E,GS-ALPHA-1,PRIORITY
IMG-000941,2026-01-24 15:34:00,2026-01-24 15:34:00,2026-01-24 15:52:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,78.2799,15.6234,SVALBARD-MONITOR,15.143,81.305,10,1,19.14,SUNLIT,0.48,0.939,47.56,0.0458,-49.92,0.0111,VALID,85790B7BBD3B0323,GS-CHARLIE-3,PRIORITY
IMG-000942,2026-01-24 15:39:00,2026-01-24 15:39:00,2026-01-24 15:57:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,77.4348,45.2002,NSR-WAYPOINT-ECHO,45.319,82.836,6,2,7.69,SUNLIT,0.32,0.945,77.73,0.0452,-50.14,0.0106,VALID,79C7E2FE181B1BF0,GS-DELTA-4,PRIORITY
IMG-000943,2026-01-24 15:43:00,2026-01-24 15:43:00,2026-01-24 16:27:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,80.0803,52.7722,FRANZ-JOSEF-LAND,51.951,79.56,5,2,11.08,SUNLIT,0.37,0.93,79.76,0.0453,-51.44,0.0034,VALID,F49568B9E1E79ABF,GS-BRAVO-2,OPPORTUNISTIC
IMG-000944,2026-01-24 15:46:00,2026-01-24 15:46:00,2026-01-24 16:22:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,78.2399,15.6279,SVALBARD-MONITOR,17.542,81.409,9,2,22.17,SUNLIT,0.36,0.946,84.12,0.0495,-51.94,0.0088,VALID,E5CCDDBC7FC28964,GS-BRAVO-2,OPPORTUNISTIC
IMG-000945,2026-01-24 15:49:00,2026-01-24 15:49:00,2026-01-24 16:09:00,SENTINEL-9,EO-PRIMARY,STARING,73.809,125.2975,NSR-WAYPOINT-CHARLIE,123.795,85.514,8,1,6.53,SUNLIT,0.44,0.965,63.44,0.0276,-51.35,0.0048,VALID,3C7EC7253B0FB878,GS-BRAVO-2,PRIORITY
IMG-000946,2026-01-24 15:52:00,2026-01-24 15:52:00,2026-01-24 16:04:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,73.8828,125.365,NSR-WAYPOINT-CHARLIE,126.216,85.806,6,1,8.03,SUNLIT,0.37,0.948,55.22,0.0373,-50.19,0.0057,VALID,604BE110A2964E5E,GS-DELTA-4,SCHEDULED
IMG-000947,2026-01-24 15:56:00,2026-01-24 15:56:00,2026-01-24 16:10:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,78.2788,15.6678,SVALBARD-MONITOR,17.455,81.769,9,1,17.1,SUNLIT,0.49,0.957,56.61,0.0432,-48.19,0.0105,VALID,5BA7C02A012936BE,GS-BRAVO-2,SCHEDULED
IMG-000948,2026-01-24 16:00:00,2026-01-24 16:00:00,2026-01-24 16:38:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.2066,96.7131,NSR-WAYPOINT-BRAVO,97.616,84.366,7,2,24.26,SUNLIT,0.42,0.939,45.75,0.0373,-50.24,0.019,VALID,400203700CB53FC4,GS-ALPHA-1,PRIORITY
IMG-000949,2026-01-24 16:05:00,2026-01-24 16:05:00,2026-01-24 16:17:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,73.8773,125.3515,NSR-WAYPOINT-CHARLIE,125.379,86.306,9,1,21.26,SUNLIT,0.37,0.939,55.04,0.0319,-49.03,0.0142,VALID,FE1E20EF4EC5D8FC,GS-DELTA-4,OPPORTUNISTIC
IMG-000950,2026-01-24 16:10:00,2026-01-24 16:10:00,2026-01-24 16:30:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,71.6062,150.2358,NSR-WAYPOINT-DELTA,149.332,88.408,9,1,13.45,SUNLIT,0.41,0.932,52.26,0.0249,-50.82,0.0174,VALID,800CE194F9EDFE5A,GS-ALPHA-1,OPPORTUNISTIC
IMG-000951,2026-01-24 16:15:00,2026-01-24 16:15:00,2026-01-24 16:59:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,75.4902,68.4044,NSR-WAYPOINT-ALPHA,68.11,85.399,6,2,17.73,SUNLIT,0.49,0.951,54.13,0.0111,-50.54,0.0056,VALID,B8EBBF26C76D6123,GS-CHARLIE-3,PRIORITY
IMG-000952,2026-01-24 16:20:00,2026-01-24 16:20:00,2026-01-24 16:49:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,80.0905,52.6995,FRANZ-JOSEF-LAND,54.186,79.577,5,2,21.06,SUNLIT,0.38,0.969,62.69,0.0264,-48.45,0.0126,VALID,861083A8E8F9BA4F,GS-ALPHA-1,OPPORTUNISTIC
IMG-000953,2026-01-24 16:23:00,2026-01-24 16:23:00,2026-01-24 16:54:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,75.4731,68.4714,NSR-WAYPOINT-ALPHA,67.636,84.187,6,2,15.29,SUNLIT,0.49,0.978,74.13,0.0482,-51.6,0.0082,VALID,064F1B007F148279,GS-BRAVO-2,OPPORTUNISTIC
