command_id,timestamp,satellite_id,command_type,source_station_id,source_station_location,operator_id,auth_token_hash,target_lat,target_lon,target_name,priority,response_code,execution_status,execution_duration_ms
CMD-001071,2026-01-24 17:19:00,SENTINEL-9,CALIBRATION,GS-ALPHA-1,"Thule, Greenland",OP-MUELLER,071F2BDC8A24598E,75.5638,68.5063,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,112
CMD-001072,2026-01-24 17:22:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,6A72CDAB78FA6063,76.9154,67.5685,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,114
CMD-001073,2026-01-24 17:26:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-MUELLER,CD9D8D4C1DF12078,80.0648,52.8183,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,76
CMD-001074,2026-01-24 17:30:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,08F4CDB0FAF19015,71.6928,150.2265,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,79
CMD-001075,2026-01-24 17:32:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-MUELLER,D6FACE755F7CE150,78.3206,15.5408,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,493
CMD-001076,2026-01-24 17:34:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,2228D6C8087C164E,75.5384,68.4939,NSR-WAYPOINT-ALPHA,PRIORITY,ACK_SUCCESS,EXECUTED,293
CMD-001077,2026-01-24 17:36:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,3B13E8AC61F80D24,71.6718,150.2346,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,388
CMD-001078,2026-01-24 17:39:00,SENTINEL-9,CALIBRATION,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,E9C1F412132B08B3,76.9651,67.5967,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_SUCCESS,EXECUTED,76
CMD-001079,2026-01-24 17:42:00,SENTINEL-9,ATTITUDE_ADJUST,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,FBDF1CDA77435B56,76.1469,96.6218,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,464
CMD-001080,2026-01-24 17:44:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,85818040DED10447,78.3001,15.6168,SVALBARD-MONITOR,PRIORITY,ACK_SUCCESS,EXECUTED,321
CMD-001081,2026-01-24 17:48:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-RODRIGUEZ,9E84E83CC51A6765,76.1184,96.665,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,92
CMD-001082,2026-01-24 17:52:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,3BF12EDEF181E597,71.7047,150.192,NSR-WAYPOINT-DELTA,URGENT,ACK_SUCCESS,EXECUTED,435
CMD-001083,2026-01-24 17:55:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,9AE85CEF68AE751A,71.555,150.2891,NSR-WAYPOINT-DELTA,PRIORITY,ACK_SUCCESS,EXECUTED,280
CMD-001084,2026-01-24 17:58:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,258EF3D2068CA5AC,78.2579,15.6291,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,263
CMD-001085,2026-01-24 18:00:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,BBD6D169FF61A1B0,78.2248,15.5687,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,431
CMD-001086,2026-01-24 18:04:00,SENTINEL-9,IMAGE_CAPTURE,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,57CA1533CBC5BBF2,77.5226,45.0848,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,360
CMD-001087,2026-01-24 18:06:00,SENTINEL-9,CALIBRATION,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,6F1A518493E05170,76.9197,67.5579,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,265
CMD-001088,2026-01-24 18:09:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,DA9919CA5ECA07A5,71.6115,150.1681,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,257
CMD-001089,2026-01-24 18:13:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,A08DCCB12663B4B5,76.9929,67.4911,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,361
CMD-001090,2026-01-24 18:17:00,SENTINEL-9,SAFE_MODE_CHECK,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,E84E2FE3B09CEBD6,76.9865,67.6495,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,231
CMD-001091,2026-01-24 18:20:00,SENTINEL-9,ATTITUDE_ADJUST,GS-CHARLIE-3,"Svalbard, Norway",OP-MUELLER,843376BB58C3EB96,76.9644,67.6589,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,193
CMD-001092,2026-01-24 18:22:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-BRAVO-2,"Fairbanks, Alaska",OP-KOWALSKI,E5507CADB9B679DC,71.6341,150.2018,NSR-WAYPOINT-DELTA,URGENT,ACK_SUCCESS,EXECUTED,467
CMD-001093,2026-01-24 18:24:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,9D2C9797182D795D,73.8265,125.4169,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,283
CMD-001094,2026-01-24 18:28:00,SENTINEL-9,CONFIG_UPDATE,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,58F28E21FC626A8E,76.223,96.766,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,161
CMD-001095,2026-01-24 18:31:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,DF0428672A43DCD6,73.8909,125.2498,NSR-WAYPOINT-CHARLIE,PRIORITY,ACK_SUCCESS,EXECUTED,76
CMD-001096,2026-01-24 18:35:00,SENTINEL-9,ATTITUDE_ADJUST,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,0B17131EC2112059,77.4797,45.1674,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,349
CMD-001097,2026-01-24 18:38:00,SENTINEL-9,CALIBRATION,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,936933353104541E,80.2109,52.6795,FRANZ-JOSEF-LAND,PRIORITY,ACK_SUCCESS,EXECUTED,417
CMD-001098,2026-01-24 18:40:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,2AD38E61E35ADEF2,76.1417,96.8184,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,307
CMD-001099,2026-01-24 18:43:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,5239A0F65079613F,73.9436,125.3256,NSR-WAYPOINT-CHARLIE,PRIORITY,ACK_SUCCESS,EXECUTED,266
CMD-001100,2026-01-24 18:45:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,AB9AA9E38BB56060,76.1327,96.633,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,196
CMD-001101,2026-01-24 18:48:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,35671ED66EFDE0B3,78.1532,15.641,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,279
CMD-001102,2026-01-24 18:52:00,SENTINEL-9,ATTITUDE_ADJUST,GS-BRAVO-2,"Fairbanks, Alaska",OP-KOWALSKI,68B9E64DE4DABCAD,76.1506,96.81,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,337
CMD-001103,2026-01-24 18:54:00,SENTINEL-9,IMAGE_CAPTURE,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,DE47542CF2CC117D,78.3294,15.5836,SVALBARD-MONITOR,PRIORITY,ACK_SUCCESS,EXECUTED,494
CMD-001104,2026-01-24 18:58:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,8BCA68F0B3C6E6E7,73.8768,125.3028,NSR-WAYPOINT-CHARLIE,PRIORITY,ACK_SUCCESS,EXECUTED,429
CMD-001105,2026-01-24 19:02:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,21BAA4B9A6E978BD,73.8464,125.3866,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,66
CMD-001106,2026-01-24 19:04:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,501CC776CEBCC563,77.3758,45.1853,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,388
CMD-001107,2026-01-24 19:06:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,D8D6411B584115E9,71.5923,150.2545,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,293
CMD-001108,2026-01-24 19:10:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,9F3877330C663197,80.0565,52.7801,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,322
CMD-001109,2026-01-24 19:14:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,71F2FBBE1AEB81D4,80.1679,52.6804,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,130
CMD-001110,2026-01-24 19:18:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,3654C3E28BE7AF65,77.4495,45.1745,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,342
CMD-001111,2026-01-24 19:22:00,SENTINEL-9,TELEMETRY_REQUEST,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,31E42EBD8D3430A0,71.6736,150.2713,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,349
CMD-001112,2026-01-24 19:24:00,SENTINEL-9,CALIBRATION,GS-BRAVO-2,"Fairbanks, Alaska",OP-KOWALSKI,8D358D07DFBE4484,78.3134,15.6714,SVALBARD-MONITOR,PRIORITY,ACK_SUCCESS,EXECUTED,347
CMD-001113,2026-01-24 19:26:00,SENTINEL-9,ATTITUDE_ADJUST,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,E1469F111C4CBF84,78.3026,15.6318,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,113
CMD-001114,2026-01-24 19:30:00,SENTINEL-9,TELEMETRY_REQUEST,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,22253BBEFEC77EDA,80.0882,52.7117,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,351
CMD-001115,2026-01-24 19:33:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,A33ED660C656DB01,75.5251,68.5194,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,296
CMD-001116,2026-01-24 19:36:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,3C9A4A0B28D0A625,77.0053,67.5992,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,330
CMD-001117,2026-01-24 19:38:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,2AF351C837CC2128,73.8655,125.4079,NSR-WAYPOINT-CHARLIE,PRIORITY,ACK_SUCCESS,EXECUTED,241
CMD-001118,2026-01-24 19:42:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,45E61EBB3E56BB3A,76.2709,96.6457,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,407
CMD-001119,2026-01-24 19:46:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,A5EF302AEC8E2BF2,71.5613,150.3038,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,448
CMD-001120,2026-01-24 19:48:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,07840AE3D27AF36D,77.5233,45.195,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,262
CMD-001121,2026-01-24 19:51:00,SENTINEL-9,SAFE_MODE_CHECK,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,5040BCA43D133CDA,71.6998,150.2145,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,263
CMD-001122,2026-01-24 19:54:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,4DE5C0B8FB5F5052,80.2158,52.7724,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,63
CMD-001123,2026-01-24 19:57:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,43D063C926767E30,73.8614,125.3717,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,128
CMD-001124,2026-01-24 19:59:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,2D0772BADA8220E9,80.0432,52.7646,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,259
CMD-001125,2026-01-24 20:02:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,B7250B804914BCBB,76.1744,96.7654,NSR-WAYPOINT-BRAVO,URGENT,ACK_SUCCESS,EXECUTED,184
CMD-001126,2026-01-24 20:04:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,B5B0EE0790346B59,76.1699,96.7288,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,181
CMD-001127,2026-01-24 20:06:00,SENTINEL-9,IMAGE_CAPTURE,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,ACD9377D5B4B1FEE,73.831,125.2721,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,100
CMD-001128,2026-01-24 20:10:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,85055C5C33C928E6,80.036,52.8011,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,207
CMD-001129,2026-01-24 20:13:00,SENTINEL-9,SAFE_MODE_CHECK,GS-CHARLIE-3,"Svalbard, Norway",OP-MUELLER,AFEAFAD7DB215BAA,78.1432,15.5732,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,362
CMD-001130,2026-01-24 20:15:00,SENTINEL-9,CALIBRATION,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,FAF1EBB077AD103C,80.1784,52.729,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,346
CMD-001131,2026-01-24 20:18:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,2E04F5415A683104,76.896,67.4811,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,330
CMD-001132,2026-01-24 20:21:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,5616A9077A0021C0,78.1513,15.629,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,191
CMD-001133,2026-01-24 20:25:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,FF43B5FF89C7A1D6,80.022,52.7262,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,419
CMD-001134,2026-01-24 20:28:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,9A075FE1DF0F3E6D,77.0246,67.6527,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,57
CMD-001135,2026-01-24 20:32:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,A336A05DCF469605,73.9309,125.2696,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,465
CMD-001136,2026-01-24 20:34:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,54F8BD1B59275A13,76.2732,96.8024,NSR-WAYPOINT-BRAVO,PRIORITY,ACK_SUCCESS,EXECUTED,60
CMD-001137,2026-01-24 20:37:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-KOWALSKI,C65542CAA5C6598F,73.9499,125.2643,NSR-WAYPOINT-CHARLIE,PRIORITY,ACK_SUCCESS,EXECUTED,202
CMD-001138,2026-01-24 20:39:00,SENTINEL-9,ATTITUDE_ADJUST,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,039368162C95154C,71.7251,150.1425,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,467
CMD-001139,2026-01-24 20:42:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,2EDBCDC560D24FD2,76.1771,96.6908,NSR-WAYPOINT-BRAVO,PRIORITY,ACK_SUCCESS,EXECUTED,337
CMD-001140,2026-01-24 20:44:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-BRAVO-2,"Fairbanks, Alaska",OP-RODRIGUEZ,C3B1A488873CFFEE,76.1189,96.6981,NSR-WAYPOINT-BRAVO,PRIORITY,ACK_SUCCESS,EXECUTED,469
CMD-001141,2026-01-24 20:47:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,05F9694E2EA2F606,76.2273,96.7116,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,375
CMD-001142,2026-01-24 20:50:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,35FB0B19D411A6F8,75.48,68.3728,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,204
CMD-001143,2026-01-24 20:53:00,SENTINEL-9,ATTITUDE_ADJUST,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,4FF303168E2AADA4,75.434,68.4678,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,298
CMD-001144,2026-01-24 20:56:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,F13A4B3CA0291BAD,76.9014,67.5928,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,141
CMD-001145,2026-01-24 20:59:00,SENTINEL-9,TELEMETRY_REQUEST,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,7309B12D4FD064F7,76.2083,96.7954,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,202
CMD-001146,2026-01-24 21:02:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,77B68AF926C014B5,71.6191,150.2033,NSR-WAYPOINT-DELTA,PRIORITY,ACK_SUCCESS,EXECUTED,303
CMD-001147,2026-01-24 21:05:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,5C5E086EDB1BA6DA,77.5091,45.0901,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,162
CMD-001148,2026-01-24 21:08:00,SENTINEL-9,CONFIG_UPDATE,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,30359C8BD67DC431,73.7799,125.3238,NSR-WAYPOINT-CHARLIE,PRIORITY,ACK_SUCCESS,EXECUTED,196
CMD-001149,2026-01-24 21:11:00,SENTINEL-9,ATTITUDE_ADJUST,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,69CB3BB1C1F153B2,76.9957,67.6398,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_SUCCESS,EXECUTED,391
CMD-001150,2026-01-24 21:13:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,3A3A072C8916A43A,80.2137,52.8074,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,238
CMD-001151,2026-01-24 21:17:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,0DAB2EA0429B62AC,75.5181,68.4845,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,402
CMD-001152,2026-01-24 21:20:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,B81BB5CC2882F964,77.3564,45.1991,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,456
CMD-001153,2026-01-24 21:24:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,FFC733DB5D383D55,77.3478,45.2522,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,406
CMD-001154,2026-01-24 21:27:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,B9045824C116BBEC,76.1402,96.6649,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,326
CMD-001155,2026-01-24 21:30:00,SENTINEL-9,TELEMETRY_REQUEST,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,73248431C5F11FF6,71.6,150.2162,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,314
CMD-001156,2026-01-24 21:32:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,8D8C7D986A5029C0,78.1612,15.6184,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,295
CMD-001157,2026-01-24 21:34:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,C312A3E6D7D5B604,77.4201,45.2093,NSR-WAYPOINT-ECHO,URGENT,ACK_SUCCESS,EXECUTED,410
CMD-001158,2026-01-24 21:38:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-DELTA-4,"McMurdo, Antarctica",OP-RODRIGUEZ,DEB173C588322689,77.4373,45.2716,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,118
CMD-001159,2026-01-24 21:40:00,SENTINEL-9,CALIBRATION,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,2C3A0DCB6D7ACFE6,73.925,125.3833,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,55
CMD-001160,2026-01-24 21:42:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,A9FCB3FD1C063828,76.8548,67.6596,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,428
CMD-001161,2026-01-24 21:46:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,E6957BE8B4E76F33,75.5339,68.5053,NSR-WAYPOINT-ALPHA,PRIORITY,ACK_SUCCESS,EXECUTED,401
CMD-001162,2026-01-24 21:48:00,SENTINEL-9,CONFIG_UPDATE,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,E0979BA0FEF3B083,80.2113,52.7037,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,484
CMD-001163,2026-01-24 21:51:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,AB6B9E54D4976F93,73.8298,125.3196,NSR-WAYPOINT-CHARLIE,PRIORITY,ACK_SUCCESS,EXECUTED,391
CMD-001164,2026-01-24 21:55:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,CD76E1C4E399A0B7,80.208,52.7065,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,267
CMD-001165,2026-01-24 21:59:00,SENTINEL-9,SAFE_MODE_CHECK,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,649D17D534406241,76.1043,96.6433,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,127
CMD-001166,2026-01-24 22:02:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,6CE1ACC4635FB334,76.9194,67.6525,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_SUCCESS,EXECUTED,198
CMD-001167,2026-01-24 22:04:00,SENTINEL-9,TELEMETRY_REQUEST,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,89DBA8E54D6B7D0D,71.5879,150.2343,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,462
CMD-001168,2026-01-24 22:08:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,FAC3D078AD27D40B,77.4459,45.2604,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,251
